order_id,customer_id,shipper_id,product_id,quantity,car_price,order_date,ship_date,discount,ship_mode,shipping,customer_feedback,quarter_number
0942-6459,36800-980,1005,4412,2,76208.211,10/12/2018,7/1/2019,0.52,Same Day,Air,Bad,4
10742-8152,0121-0772,1872,4517,1,70319.223,11/12/2018,2/1/2019,0.73,Second Class,Air,Very Good,4
36800-539,48951-7116,1479,3607,1,73677.519,11/12/2018,2/1/2019,0.71,Same Day,Truck,Bad,4
54568-0262,43063-087,1246,3568,2,78779.772,11/12/2018,2/1/2019,0.54,First Class,Air,Okay,4
0363-0311,0025-1851,3753,3738,1,70575.867,11/12/2018,2/1/2019,0.54,Second Class,Truck,Okay,4
0591-2805,13537-048,2481,4436,1,79344.828,11/12/2018,2/1/2019,0.59,Same Day,Truck,Very Bad,4
21624-001,23155-128,1467,4873,1,67564.773,11/12/2018,2/1/2019,0.71,First Class,Truck,Good,4
68788-0600,60681-2105,1328,4771,2,63498.213,11/12/2018,5/1/2019,0.49,Same Day,Air,Okay,4
68308-020,63629-4458,2248,4646,1,81553.302,11/12/2018,3/1/2019,0.65,Standard Class,Truck,Very Good,4
0049-4940,59078-039,2781,4893,1,85609.017,11/12/2018,3/1/2019,0.71,Same Day,Truck,Okay,4
50988-400,0168-0279,1992,4915,1,87334.803,12/12/2018,5/1/2019,0.67,Second Class,Air,Good,4
68180-181,55143-011,2162,4471,2,78386.643,12/12/2018,5/1/2019,0.61,Second Class,Air,Okay,4
13533-692,62932-142,3946,3503,2,73400.607,12/12/2018,5/1/2019,0.7,Second Class,Air,Okay,4
43063-438,48951-7053,3551,3928,1,73010.853,12/12/2018,5/1/2019,0.61,Standard Class,Truck,Good,4
52654-0004,0363-0443,2638,4788,2,76548.384,12/12/2018,5/1/2019,0.61,Same Day,Truck,Good,4
47593-363,0603-1384,3055,4334,2,79490.961,12/12/2018,5/1/2019,0.69,Same Day,Truck,Very Bad,4
49349-609,52125-365,2614,3955,1,66299.202,12/12/2018,6/1/2019,0.62,Standard Class,Truck,Good,4
49967-006,0904-5869,3179,3908,2,69666.903,12/12/2018,6/1/2019,0.63,First Class,Air,Good,4
50268-061,59115-056,1799,4039,1,72469.674,11/12/2018,1/13/2019,0.59,Standard Class,Truck,Good,4
60681-1005,57344-018,3966,3583,2,87315.363,10/12/2018,1/14/2019,0.77,Second Class,Truck,Bad,4
27437-203,0519-1357,3143,3984,2,86477.031,10/12/2018,1/14/2019,0.57,Second Class,Truck,Bad,4
24236-004,50300-010,3845,4253,2,89080.038,10/12/2018,1/14/2019,0.61,Same Day,Air,Very Good,4
43063-407,60429-323,2776,3618,1,82066.239,11/12/2018,1/15/2019,0.53,Second Class,Air,Bad,4
49527-013,54162-018,1522,3877,1,70166.367,11/12/2018,1/15/2019,0.75,Second Class,Truck,Bad,4
51393-6778,49283-511,3813,4288,2,82602.747,11/12/2018,1/15/2019,0.6,First Class,Truck,Very Good,4
